ID,Status,Number_of_port,location,Lat,Lon,Address
30,A,4,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.6713808,-111.9453801,17.5z/data=!4m13!1m7!3m6!1s0x87528b8f1ddc374f:0x173627a3fa853af!2s4600+S+Redwood+Rd,+Salt+Lake+City,+UT+84123!3b1!8m2!3d40.6724474!4d-111.9443311!3m4!1s0x0:0x6915c240e9fa8a4!8m2!3d40.6703815!4d-111.9437058",40.6703815,-111.9437058,"Community Blvd, Salt Lake City, UT 84119"
31,A,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.6744105,-111.9462974,16.75z/data=!4m13!1m7!3m6!1s0x87528b8f1ddc374f:0x173627a3fa853af!2s4600+S+Redwood+Rd,+Salt+Lake+City,+UT+84123!3b1!8m2!3d40.6724474!4d-111.9443311!3m4!1s0x87528b86689ad4c3:0x712aae4b986986da!8m2!3d40.6759351!4d-111.9475454",40.6759351,-111.9475454,"4365 2200 W, Salt Lake City, UT 84119"
32,A,32,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.6770689,-111.9564447,17z/data=!4m13!1m7!3m6!1s0x87528b8f1ddc374f:0x173627a3fa853af!2s4600+S+Redwood+Rd,+Salt+Lake+City,+UT+84123!3b1!8m2!3d40.6724474!4d-111.9443311!3m4!1s0x87528c7ecb1f4745:0x5af32cd00f97614f!8m2!3d40.6772792!4d-111.9565147",40.6772792,-111.9565147,"4315 S 2700 W, Taylorsville, UT 84129"
33,A,18,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.6713107,-111.9566884,17.75z/data=!4m13!1m7!3m6!1s0x87528b8f1ddc374f:0x173627a3fa853af!2s4600+S+Redwood+Rd,+Salt+Lake+City,+UT+84123!3b1!8m2!3d40.6724474!4d-111.9443311!3m4!1s0x0:0xc8c91bde86abb25a!8m2!3d40.6718462!4d-111.9567561",40.6718462,-111.9567561,"4501 2700 W, Salt Lake City, UT 84119"
34,A,12,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.6700006,-111.956084,18z/data=!4m13!1m7!3m6!1s0x87528b8f1ddc374f:0x173627a3fa853af!2s4600+S+Redwood+Rd,+Salt+Lake+City,+UT+84123!3b1!8m2!3d40.6724474!4d-111.9443311!3m4!1s0x87528c76e2a98491:0x61f032c37ae9c0e8!8m2!3d40.6700392!4d-111.9560011",40.6700392,-111.9560011,"2600 W 4700 S, Taylorsville, UT 84129"
35,U,4,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7168339,-112.0518783,16.5z/data=!4m8!1m2!2m1!1s6839+s+2540+e!3m4!1s0x8752ed595a709349:0xf4b05ba1835087ba!8m2!3d40.7152742!4d-112.0530917",40.7152742,-112.0530917,"West Valley City, UT 84128"
36,A,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7703418,-111.8408579,18z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x0:0xc17f8e79eea087a8!8m2!3d40.7704384!4d-111.8427649",40.7704384,-111.8427649,"9 S Wasatch Dr, Salt Lake City, UT 84112"
37,A,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7703418,-111.8408579,18z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x87525f90f78cad3b:0x10d27e9697b65d9!8m2!3d40.7706943!4d-111.8418603",40.7706943,-111.8418603,"11 S Wasatch Dr, Salt Lake City, UT 84112"
38,A,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7714468,-111.8397314,18z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x87525f90bea2440b:0xa372fc4fce2c5d22!8m2!3d40.7718877!4d-111.8401766",40.7718877,-111.8401766,"57-77 Mario Capecchi Dr, Salt Lake City, UT 84112"
39,A,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7714468,-111.8397314,18z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x0:0x2db28fce968a5850!8m2!3d40.7715343!4d-111.8396904",40.7715343,-111.8396904,"30 N 1900 E, Salt Lake City, UT 84132"
40,A,4,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7651428,-111.8429725,17.5z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x0:0x3c0d695c87bba8f6!8m2!3d40.7646352!4d-111.84249",40.7646352,-111.84249,"215 Central Campus Dr, Salt Lake City, UT 84112"
41,A,4,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7642062,-111.8404993,17.5z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x87525feb5af98c89:0x6a93ea38d5b39359!8m2!3d40.762788!4d-111.8383922",40.762788,-111.8383922,"238 1850 E, Salt Lake City, UT 84112"
42,A,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7604343,-111.8371389,16.75z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x0:0x6937df4842fb3a8d!8m2!3d40.7583205!4d-111.8359803",40.7583205,-111.8359803,"555 Foothill Dr, Salt Lake City, UT 84112"
43,A,4,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7627081,-111.8450834,16.25z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x0:0xf568db0641d6f0e9!8m2!3d40.7617082!4d-111.850998",40.7617082,-111.850998,"357 1400 E, Salt Lake City, UT 84112"
44,A,4,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7615737,-111.8677282,16.25z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x0:0x993bad7e3307f6fd!8m2!3d40.7619662!4d-111.8645029",40.7619662,-111.8645029,"333 900 E, Salt Lake City, UT 84102"
45,A,4,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7590071,-111.870557,20z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x8752f5685bfda403:0xd7d5cee58b6d378e!8m2!3d40.7592139!4d-111.8706793",40.7592139,-111.8706793,"455 S 700 E, Salt Lake City, UT 84102"
46,U,10,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7589692,-111.8815109,19.75z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x0:0x24bddedf9ce9137a!8m2!3d40.7589599!4d-111.8813041",40.7589599,-111.8813041,"475 S 300 E, Salt Lake City, UT 84111"
47,A,8,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7585222,-111.8836133,21z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x8752f5146304c745:0x1fa8cb8fca9f7c8b!8m2!3d40.7585653!4d-111.8838738",40.7585653,-111.8838738,"255 E 500 S, Salt Lake City, UT 84111"
48,A,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7585121,-111.8835047,21z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x8752f5148c136c8b:0x98045615d1c85fcb!8m2!3d40.7584662!4d-111.8832502",40.7584662,-111.8832502,"261 E 500 S, Salt Lake City, UT 84111"
49,A,6,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7596624,-111.8835224,19.75z/data=!4m5!3m4!1s0x0:0x45fa1496768dbb3f!8m2!3d40.7595376!4d-111.883972",40.7595376,-111.883972,"210 E 400 S, Salt Lake City, UT 84111"
50,A,4,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7610464,-111.8846826,19.5z/data=!4m5!3m4!1s0x8752f513b3b7e7eb:0x4e0bbff30eb6ef05!8m2!3d40.7613522!4d-111.8846597",40.7613522,-111.8846597,"355 S 200 E, Salt Lake City, UT 84111"
51,U,4,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7571646,-111.8836092,19.5z/data=!4m5!3m4!1s0x8752f51501b033c1:0x1f5d9a2a2eaeaf37!8m2!3d40.7568729!4d-111.8834648",40.7568729,-111.8834648,"600 S 300 E, Salt Lake City, UT 84111"
52,A,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7559067,-111.884264,20z/data=!4m5!3m4!1s0x8752f515a529652f:0x576194c02725cfef!8m2!3d40.756053!4d-111.8844069",40.756053,-111.8844069,"240 E 600 S, Salt Lake City, UT 84111"
53,A,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7559067,-111.884264,20z/data=!4m5!3m4!1s0x8752f515bce686fd:0x906ad3658faa4ea1!8m2!3d40.7557391!4d-111.884547",40.7557391,-111.884547,"219 Colfax Ave, Salt Lake City, UT 84111"
54,A,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7558456,-111.8843958,21z/data=!4m5!3m4!1s0x8752f515bdb19097:0x48309d8cdec6e7d3!8m2!3d40.755664!4d-111.8846738",40.755664,-111.8846738,"212 E 600 S, Salt Lake City, UT 84111"
55,A,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7559378,-111.8840369,20.25z/data=!4m5!3m4!1s0x8752f5150b74a3db:0x4431a5c81a614c31!8m2!3d40.755921!4d-111.8834031",40.755921,-111.8834031,"248 E 600 S, Salt Lake City, UT 84111"
56,A,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7555417,-111.8853163,18.75z/data=!4m5!3m4!1s0x8752f515dc5c1e85:0xc40bda18072858b7!8m2!3d40.7554562!4d-111.8861336",40.7554562,-111.8861336,"660 S 200 E, Salt Lake City, UT 84111"
57,A,14,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7589803,-111.8899038,21z/data=!4m5!3m4!1s0x8752f510d939cb33:0xebc75b6bfeb037e!8m2!3d40.7589808!4d-111.8899168",40.7589808,-111.8899168,"35 W 500 S, Salt Lake City, UT 84101"
58,A,4,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7590128,-111.8895425,19.5z/data=!4m5!3m4!1s0x8752f51124964e91:0x1e92a81851af36f3!8m2!3d40.759155!4d-111.8890049",40.759155,-111.8890049,"450 S State St, Salt Lake City, UT 84111"
59,A,8,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7595171,-111.8894477,19.5z/data=!4m5!3m4!1s0x8752f5111d972195:0xb00c387e5cb647ea!8m2!3d40.759799!4d-111.8895742",40.759799,-111.8895742,"450 State St, Salt Lake City, UT 84111"
60,A,4,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7600737,-111.889001,20z/data=!4m5!3m4!1s0x8752f5110f855afb:0xba5f6d3e38862310!8m2!3d40.7602531!4d-111.8888607",40.7602531,-111.8888607,"450 S State St, Salt Lake City, UT 84111"
61,A,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7657808,-111.8907072,18z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x8752f50f0d746383:0xebba7a4346965962!8m2!3d40.7657036!4d-111.8909845",40.7657036,-111.8909845,"157 S Main St, Salt Lake City, UT 84111"
62,A,4,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7662541,-111.8895216,19z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x8752f50f1db77d79:0x3481d0e3b2784314!8m2!3d40.7662202!4d-111.8897592",40.7662202,-111.8897592,"115-123 Regent St, Salt Lake City, UT 84111"
63,U,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7675913,-111.890941,19.25z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x0:0xcd1bf3fe53d886e7!8m2!3d40.7676182!4d-111.8915585",40.7676182,-111.8915585,"68 S Main St, Salt Lake City, UT 84101"
64,U,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.775608,-111.887416,21z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x0:0xa44ba3cbabe11217!8m2!3d40.7754932!4d-111.8874653",40.7754932,-111.8874653,"300 State St, Salt Lake City, UT 84103"
65,A,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7773894,-111.886679,18z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x0:0x2caa57cf095c5173!8m2!3d40.7780128!4d-111.8869815",40.7780128,-111.8869815,"300 State St, Salt Lake City, UT 84103"
66,A,4,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7786102,-111.8810559,17.75z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x0:0x27315a7881b29cd5!8m2!3d40.7782595!4d-111.8808416",40.7782595,-111.8808416,"383 C St E, Salt Lake City, UT 84103"
67,A,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7803029,-111.8801954,18.5z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x8752f598a266ba73:0x9ca3f54c138c4b2c!8m2!3d40.7805191!4d-111.8801737",40.7805191,-111.8801737,"324 10th Ave, Salt Lake City, UT 84103"
68,A,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7467683,-111.8761514,20.25z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x8752f546228bb11b:0xf810abe1c766a11b!8m2!3d40.7467891!4d-111.8763126",40.7467891,-111.8763126,"600 900 S, Salt Lake City, UT 84105"
69,A,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7467683,-111.8761514,20.25z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x0:0x529c645dee6649f2!8m2!3d40.7466606!4d-111.8763216",40.7466606,-111.8763216,"Salt Lake City, UT 84105"
70,A,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7357109,-111.8891143,17z/data=!3m1!4b1!4m8!1m2!2m1!1schargepoint!3m4!1s0x8752f5335e3c7719:0x3f4e207c3d3df58a!8m2!3d40.7357109!4d-111.8869256",40.7357109,-111.8869256,"1575 State St, Salt Lake City, UT 84115"
71,A,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7301761,-111.9017254,18z/data=!3m1!4b1!4m8!1m2!2m1!1schargepoint!3m4!1s0x87528ad4ef06a4f3:0x2971be21fc5f0713!8m2!3d40.7301761!4d-111.9006311",40.7301761,-111.9006311,"1834 S 300 W, South Salt Lake, UT 84115"
72,U,10,"https://www.google.com/maps/place/Tesla+Supercharger/@40.7202394,-111.889223,18z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x87528ac468cef23d:0x52ba700a3bf74682!8m2!3d40.7203317!4d-111.8887534",40.7203317,-111.8887534,"2312 S State St, South Salt Lake, UT 84115"
73,A,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7170978,-111.8891646,19z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x87528ac24da3cb27:0x4488000d71b4098f!8m2!3d40.7170978!4d-111.8888392",40.7170978,-111.8888392,"2468 State St, South Salt Lake, UT 84115"
74,A,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7170978,-111.8891646,19z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x87528ac3aac3de37:0xf865b54efba62030!8m2!3d40.7171802!4d-111.8895319",40.7171802,-111.8895319,"48 E Robert Ave, South Salt Lake, UT 84115"
75,u,0,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.7170978,-111.8891646,19z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x87528ac3aac3de37:0xf865b54efba62030!8m2!3d40.7171802!4d-111.8895319",40.7171802,-111.8895319,solvingev.com
76,A,4,"https://www.google.com/maps/place/SemaConnect+Charging+Station/@40.6907699,-111.8895266,20.25z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x87528a597de5eee5:0xa92db8ec9299e684!8m2!3d40.6906383!4d-111.8892342",40.6906383,-111.8892342,"3702 State St, Salt Lake City, UT 84115"
77,A,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.6701149,-111.8875766,17.25z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x0:0x85c9033b49076aed!8m2!3d40.6697122!4d-111.8877898",40.6697122,-111.8877898,"4689 State St, Murray, UT 84107"
78,A,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.6701149,-111.8875766,17.25z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x0:0x1973d290b8d5aafe!8m2!3d40.669172!4d-111.8875182",40.669172,-111.8875182,"4735 State St, Murray, UT 84107"
79,A,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.6674995,-111.8933458,17.75z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x0:0x908f4e821a71fa2!8m2!3d40.6675765!4d-111.893743",40.6675765,-111.893743,"84 4800 S, Murray, UT 84107"
80,A,2,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.6674995,-111.8933458,17.75z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x87528a3ab17ccf55:0xdfffc98ee8dae252!8m2!3d40.6664576!4d-111.8927003",40.6664576,-111.8927003,"15 4800 S, Murray, UT 84107"
81,A,3,"https://www.google.com/maps/place/ChargePoint+Charging+Station/@40.6633913,-111.894668,16.25z/data=!4m8!1m2!2m1!1schargepoint!3m4!1s0x0:0x4fb9edcd385790!8m2!3d40.6607266!4d-111.8990993",40.6607266,-111.8990993,"300 W Vine St, Murray, UT 84107"
